,Institution_ID,Institution_Type,Region,Total_Students,Total_Teachers,Student_Teacher_Ratio,Total_Classrooms,Avg_Classroom_Capacity,Classroom_Utilization_Rate,Smart_Classrooms,Computer_Labs,Lab_Utilization_Rate,Digital_Learning_Tools,Internet_Bandwidth_Mbps,Library_Resources,Learning_Outcome_Index,Student_Engagement_Index,Teacher_Workload_Index,Infrastructure_Quality_Index,Resource_Utilization_Index,Operational_Cost_Per_Student,Resource_Wastage_Index,Resource_Allocation_Status
154,INS00155,Public,Semi-Urban,1371,124,11.06,53,56,0.75,59,6,0.7,0.44,317,9570,0.57,0.75,0.65,0.75,0.6,2515,0.18,Moderately_Balanced
155,INS00156,Government-Aided,Rural,1506,98,15.37,17,50,0.82,51,5,0.88,0.72,180,11680,0.61,0.59,0.87,0.91,0.46,3358,0.26,Needs_Improvement
156,INS00157,Government-Aided,Rural,1758,131,13.42,71,52,0.82,5,11,0.55,0.72,906,35309,0.67,0.72,0.39,0.87,0.41,2217,0.16,Moderately_Balanced
157,INS00158,Public,Urban,2454,123,19.95,24,36,0.55,53,7,0.42,0.71,801,116758,0.93,0.56,0.82,0.76,0.54,1699,0.16,Moderately_Balanced
158,INS00159,Public,Rural,1511,35,43.17,17,48,0.45,24,3,0.53,0.91,431,117201,0.48,0.8,0.53,0.5,0.35,2511,0.15,Needs_Improvement
159,INS00160,Government-Aided,Urban,1075,115,9.35,108,38,0.63,49,12,0.62,0.65,645,22821,0.53,0.56,0.5,0.83,0.8,3995,0.28,Moderately_Balanced
160,INS00161,Government-Aided,Urban,2159,56,38.55,60,41,0.91,19,10,0.48,0.44,442,112563,0.55,0.87,0.68,0.85,0.44,2429,0.09,Moderately_Balanced
161,INS00162,Government-Aided,Rural,2166,65,33.32,36,59,0.74,35,2,0.91,0.82,113,50960,0.66,0.48,0.84,0.87,0.73,3667,0.31,Moderately_Balanced
162,INS00163,Private,Urban,1460,21,69.52,81,36,0.81,22,13,0.52,0.52,562,68728,0.48,0.7,0.51,0.62,0.85,2898,0.07,Moderately_Balanced
163,INS00164,Private,Semi-Urban,2181,138,15.8,79,31,0.89,15,8,0.75,0.42,171,26585,0.93,0.68,0.76,0.62,0.9,4906,0.15,Moderately_Balanced
164,INS00165,Private,Semi-Urban,2080,106,19.62,111,46,0.9,0,11,0.64,0.64,774,48402,0.73,0.54,0.31,0.49,0.68,2581,0.17,Needs_Improvement
165,INS00166,Public,Rural,901,113,7.97,33,40,0.71,52,12,0.69,0.45,919,49901,0.86,0.41,0.67,0.82,0.82,1327,0.17,Moderately_Balanced
166,INS00167,Private,Semi-Urban,1894,22,86.09,114,41,0.72,29,14,0.88,0.53,481,53626,0.84,0.48,0.68,0.81,0.62,2526,0.11,Moderately_Balanced
167,INS00168,Public,Urban,839,130,6.45,76,32,0.88,26,9,0.68,0.74,796,94153,0.78,0.91,0.63,0.45,0.64,3563,0.23,Moderately_Balanced
168,INS00169,Public,Semi-Urban,1395,20,69.75,112,50,0.85,51,12,0.56,0.95,375,83101,0.9,0.9,0.86,0.41,0.68,3188,0.19,Moderately_Balanced
169,INS00170,Private,Rural,2105,124,16.98,71,43,0.8,1,6,0.51,0.7,857,97051,0.9,0.46,0.86,0.92,0.75,1711,0.22,Moderately_Balanced
170,INS00171,Private,Rural,323,41,7.88,109,44,0.75,47,4,0.86,0.44,555,86772,0.51,0.6,0.51,0.41,0.75,1589,0.23,Needs_Improvement
171,INS00172,Private,Urban,923,84,10.99,102,39,0.76,20,6,0.91,0.31,237,40740,0.9,0.65,0.57,0.75,0.82,3131,0.11,Moderately_Balanced
172,INS00173,Government-Aided,Rural,2135,40,53.38,90,65,0.63,8,12,0.53,0.5,373,50913,0.71,0.65,0.78,0.65,0.72,2134,0.33,Moderately_Balanced
173,INS00174,Private,Semi-Urban,1379,23,59.96,27,39,0.87,46,7,0.78,0.26,596,90950,0.58,0.56,0.81,0.83,0.88,1315,0.3,Moderately_Balanced
174,INS00175,Government-Aided,Rural,1285,132,9.73,30,46,0.76,23,12,0.66,0.58,746,77232,0.75,0.88,0.55,0.45,0.78,2413,0.3,Moderately_Balanced
175,INS00176,Public,Urban,522,49,10.65,30,54,0.56,47,8,0.76,0.71,420,85762,0.59,0.88,0.51,0.78,0.91,4634,0.21,Moderately_Balanced
176,INS00177,Government-Aided,Rural,478,50,9.56,66,56,0.57,40,3,0.9,0.61,119,74323,0.69,0.41,0.79,0.74,0.8,3752,0.3,Moderately_Balanced
177,INS00178,Private,Semi-Urban,2260,39,57.95,98,62,0.88,38,12,0.54,0.86,440,103159,0.86,0.74,0.53,0.87,0.79,2400,0.24,Highly_Balanced
178,INS00179,Public,Urban,1773,73,24.29,55,40,0.76,41,6,0.78,0.6,325,108772,0.47,0.44,0.54,0.69,0.87,4283,0.19,Needs_Improvement
179,INS00180,Public,Semi-Urban,1092,145,7.53,62,42,0.65,6,14,0.63,0.57,269,19162,0.54,0.72,0.38,0.8,0.74,3831,0.28,Moderately_Balanced
180,INS00181,Public,Urban,1183,34,34.79,105,30,0.54,29,10,0.74,0.47,448,46697,0.93,0.86,0.63,0.64,0.46,2844,0.23,Moderately_Balanced
181,INS00182,Government-Aided,Rural,1512,76,19.89,53,60,0.76,44,6,0.61,0.84,295,113591,0.67,0.74,0.5,0.94,0.4,3073,0.05,Moderately_Balanced
182,INS00183,Private,Urban,1901,98,19.4,27,62,0.54,1,10,0.77,0.88,334,101538,0.6,0.65,0.65,0.71,0.54,3618,0.35,Needs_Improvement
183,INS00184,Public,Urban,1109,33,33.61,18,50,0.69,11,7,0.58,0.93,334,51429,0.91,0.91,0.57,0.81,0.84,2881,0.18,Highly_Balanced
184,INS00185,Public,Rural,1260,110,11.45,110,45,0.79,12,14,0.65,0.94,109,22124,0.91,0.8,0.75,0.45,0.36,4469,0.22,Needs_Improvement
185,INS00186,Public,Semi-Urban,719,33,21.79,118,68,0.73,2,4,0.77,0.94,414,68390,0.47,0.53,0.47,0.65,0.44,4020,0.17,Needs_Improvement
186,INS00187,Government-Aided,Rural,1487,118,12.6,112,52,0.91,42,6,0.42,0.75,458,64227,0.63,0.61,0.4,0.44,0.41,3356,0.08,Needs_Improvement
187,INS00188,Government-Aided,Urban,1578,52,30.35,117,39,0.47,57,2,0.57,0.64,871,53536,0.91,0.8,0.72,0.47,0.37,2310,0.3,Needs_Improvement
188,INS00189,Private,Rural,1740,20,87.0,57,62,0.59,39,8,0.68,0.37,270,71480,0.54,0.41,0.53,0.68,0.84,3336,0.25,Needs_Improvement
189,INS00190,Government-Aided,Urban,1640,53,30.94,95,51,0.48,42,3,0.44,0.79,596,115277,0.74,0.43,0.64,0.59,0.52,3112,0.3,Needs_Improvement
190,INS00191,Public,Rural,1341,38,35.29,102,35,0.55,17,9,0.77,0.76,255,47687,0.61,0.86,0.86,0.65,0.79,2524,0.2,Moderately_Balanced
191,INS00192,Private,Rural,1393,23,60.57,107,65,0.51,38,8,0.82,0.84,96,45326,0.82,0.42,0.59,0.67,0.44,1908,0.29,Needs_Improvement
192,INS00193,Public,Semi-Urban,1661,96,17.3,60,39,0.82,43,12,0.48,0.57,589,7629,0.53,0.76,0.39,0.49,0.6,3629,0.29,Needs_Improvement
193,INS00194,Public,Urban,891,77,11.57,106,45,0.63,5,6,0.78,0.87,119,99114,0.75,0.57,0.56,0.6,0.42,2882,0.15,Needs_Improvement
194,INS00195,Government-Aided,Semi-Urban,826,122,6.77,61,42,0.91,59,10,0.74,0.75,910,67424,0.45,0.84,0.59,0.87,0.35,4898,0.05,Needs_Improvement
195,INS00196,Private,Urban,1592,86,18.51,100,49,0.46,41,2,0.61,0.37,831,39324,0.58,0.85,0.76,0.87,0.72,2707,0.31,Moderately_Balanced
196,INS00197,Government-Aided,Rural,1954,135,14.47,106,33,0.78,51,8,0.49,0.39,480,33206,0.53,0.91,0.42,0.67,0.64,4827,0.11,Moderately_Balanced
197,INS00198,Government-Aided,Urban,1110,139,7.99,67,49,0.94,26,11,0.9,0.82,417,69367,0.55,0.45,0.51,0.81,0.6,3361,0.31,Needs_Improvement
198,INS00199,Private,Semi-Urban,487,41,11.88,39,51,0.54,14,6,0.64,0.55,991,11032,0.88,0.62,0.33,0.81,0.4,1490,0.24,Moderately_Balanced
199,INS00200,Public,Semi-Urban,1892,131,14.44,55,58,0.67,51,11,0.5,0.42,264,91248,0.91,0.7,0.72,0.42,0.7,2906,0.24,Moderately_Balanced
200,INS00201,Public,Semi-Urban,828,94,8.81,17,45,0.8,14,1,0.77,0.55,400,99952,0.83,0.89,0.75,0.74,0.82,4520,0.12,Highly_Balanced
201,INS00202,Private,Urban,733,51,14.37,91,52,0.77,18,6,0.72,0.36,71,26264,0.75,0.54,0.57,0.84,0.39,2351,0.17,Needs_Improvement
202,INS00203,Public,Semi-Urban,2241,86,26.06,109,59,0.73,37,13,0.82,0.87,181,59012,0.57,0.44,0.62,0.73,0.6,4856,0.14,Needs_Improvement
203,INS00204,Private,Semi-Urban,2104,23,91.48,27,59,0.61,50,5,0.92,0.3,210,104014,0.59,0.51,0.75,0.7,0.54,2951,0.11,Needs_Improvement
204,INS00205,Private,Semi-Urban,602,49,12.29,119,32,0.81,46,6,0.42,0.5,141,100896,0.6,0.66,0.46,0.69,0.89,2369,0.27,Moderately_Balanced
205,INS00206,Government-Aided,Rural,386,32,12.06,32,53,0.78,56,13,0.78,0.64,430,109097,0.84,0.76,0.66,0.68,0.51,3052,0.08,Moderately_Balanced
206,INS00207,Private,Rural,737,40,18.42,51,66,0.53,19,1,0.91,0.86,799,105121,0.58,0.77,0.88,0.83,0.92,2907,0.2,Moderately_Balanced
207,INS00208,Government-Aided,Urban,1345,60,22.42,57,42,0.93,19,4,0.68,0.8,313,68493,0.94,0.44,0.69,0.75,0.85,2404,0.21,Moderately_Balanced
208,INS00209,Public,Urban,1132,140,8.09,48,61,0.73,17,7,0.77,0.27,265,112856,0.85,0.8,0.35,0.52,0.41,3047,0.34,Needs_Improvement
209,INS00210,Public,Semi-Urban,1096,38,28.84,95,66,0.71,33,13,0.63,0.83,203,21333,0.95,0.75,0.47,0.64,0.64,1301,0.31,Moderately_Balanced
210,INS00211,Public,Rural,859,67,12.82,69,41,0.87,38,5,0.59,0.7,468,15882,0.68,0.62,0.61,0.69,0.74,3920,0.2,Moderately_Balanced
211,INS00212,Public,Semi-Urban,1061,105,10.1,66,37,0.77,36,6,0.76,0.34,365,106690,0.74,0.7,0.34,0.63,0.71,1971,0.3,Moderately_Balanced
212,INS00213,Government-Aided,Semi-Urban,1998,82,24.37,99,53,0.49,34,2,0.91,0.68,187,27639,0.59,0.81,0.71,0.53,0.76,3971,0.29,Moderately_Balanced
213,INS00214,Public,Rural,1424,56,25.43,50,45,0.7,37,8,0.45,0.82,635,72663,0.75,0.54,0.69,0.47,0.61,2630,0.06,Needs_Improvement
214,INS00215,Private,Rural,984,50,19.68,68,61,0.84,37,10,0.62,0.67,424,118092,0.94,0.9,0.83,0.46,0.89,3553,0.33,Moderately_Balanced
215,INS00216,Private,Rural,1464,93,15.74,73,63,0.8,0,4,0.89,0.95,435,23479,0.47,0.47,0.6,0.56,0.51,2906,0.26,Needs_Improvement
216,INS00217,Private,Urban,437,126,3.47,66,64,0.94,50,6,0.46,0.6,620,53790,0.59,0.88,0.72,0.62,0.41,2160,0.25,Needs_Improvement
217,INS00218,Government-Aided,Urban,877,122,7.19,118,61,0.46,11,3,0.74,0.72,543,37858,0.59,0.79,0.41,0.78,0.94,4566,0.26,Moderately_Balanced
218,INS00219,Public,Semi-Urban,1009,129,7.82,33,46,0.58,4,9,0.62,0.3,620,64012,0.94,0.75,0.3,0.94,0.74,2138,0.12,Highly_Balanced
219,INS00220,Public,Urban,527,39,13.51,26,31,0.72,58,13,0.6,0.82,685,29292,0.52,0.44,0.4,0.89,0.75,3279,0.06,Moderately_Balanced
220,INS00221,Public,Rural,1127,105,10.73,106,55,0.76,26,8,0.51,0.69,55,9005,0.86,0.89,0.34,0.85,0.84,1439,0.12,Highly_Balanced
221,INS00222,Government-Aided,Rural,730,63,11.59,25,46,0.59,38,14,0.49,0.64,35,31699,0.59,0.56,0.56,0.85,0.6,3362,0.29,Moderately_Balanced
222,INS00223,Private,Urban,1363,101,13.5,62,67,0.86,19,6,0.67,0.75,225,106460,0.88,0.8,0.58,0.73,0.58,4107,0.23,Moderately_Balanced
223,INS00224,Private,Semi-Urban,2009,83,24.2,115,31,0.53,59,9,0.6,0.64,513,29838,0.69,0.87,0.69,0.54,0.92,4359,0.16,Moderately_Balanced
224,INS00225,Public,Semi-Urban,1986,141,14.09,106,37,0.45,39,10,0.66,0.79,693,34072,0.57,0.53,0.38,0.66,0.58,3772,0.12,Needs_Improvement
225,INS00226,Private,Urban,1534,106,14.47,113,35,0.93,18,9,0.5,0.66,900,39025,0.8,0.88,0.43,0.48,0.4,2576,0.29,Needs_Improvement
226,INS00227,Private,Semi-Urban,601,84,7.15,93,38,0.65,37,2,0.58,0.61,939,42864,0.87,0.72,0.78,0.71,0.53,3259,0.19,Moderately_Balanced
227,INS00228,Government-Aided,Semi-Urban,1409,74,19.04,30,30,0.93,14,9,0.92,0.34,731,37983,0.69,0.75,0.65,0.41,0.87,2640,0.23,Moderately_Balanced
228,INS00229,Government-Aided,Semi-Urban,1720,93,18.49,85,34,0.59,5,8,0.59,0.58,442,27474,0.81,0.88,0.32,0.5,0.41,1836,0.05,Moderately_Balanced
229,INS00230,Government-Aided,Rural,832,136,6.12,61,68,0.48,8,2,0.61,0.63,979,59616,0.54,0.68,0.81,0.79,0.78,2365,0.18,Moderately_Balanced
230,INS00231,Government-Aided,Rural,1068,148,7.22,81,38,0.84,35,9,0.41,0.69,224,63541,0.92,0.63,0.68,0.55,0.51,4284,0.05,Moderately_Balanced
231,INS00232,Public,Urban,2238,114,19.63,45,43,0.87,47,5,0.6,0.57,176,43948,0.5,0.74,0.41,0.63,0.8,4959,0.29,Moderately_Balanced
232,INS00233,Government-Aided,Rural,1704,118,14.44,90,56,0.7,22,13,0.8,0.35,434,55054,0.56,0.69,0.45,0.86,0.66,3308,0.12,Moderately_Balanced
233,INS00234,Private,Semi-Urban,743,131,5.67,22,38,0.49,9,12,0.67,0.36,850,14744,0.59,0.43,0.63,0.42,0.73,1518,0.1,Needs_Improvement
234,INS00235,Public,Rural,559,71,7.87,103,65,0.78,0,9,0.74,0.75,318,24318,0.53,0.5,0.64,0.41,0.5,3176,0.33,Needs_Improvement
235,INS00236,Private,Urban,1838,52,35.35,75,58,0.54,10,3,0.69,0.71,38,47792,0.65,0.41,0.78,0.53,0.45,2900,0.06,Needs_Improvement
236,INS00237,Private,Rural,1631,23,70.91,58,49,0.87,48,4,0.45,0.43,518,40135,0.68,0.46,0.52,0.78,0.39,4618,0.11,Needs_Improvement
237,INS00238,Private,Semi-Urban,369,106,3.48,64,44,0.59,49,1,0.57,0.56,157,20672,0.71,0.79,0.63,0.53,0.85,4915,0.12,Moderately_Balanced
238,INS00239,Government-Aided,Semi-Urban,1777,94,18.9,49,65,0.87,19,11,0.76,0.46,587,52572,0.47,0.4,0.65,0.88,0.78,4979,0.3,Needs_Improvement
239,INS00240,Government-Aided,Urban,1762,28,62.93,90,32,0.66,27,5,0.68,0.38,719,72628,0.56,0.56,0.64,0.59,0.53,2455,0.26,Needs_Improvement
240,INS00241,Public,Rural,2148,83,25.88,75,52,0.75,21,7,0.75,0.48,62,20432,0.85,0.64,0.34,0.56,0.85,1384,0.34,Moderately_Balanced
241,INS00242,Public,Rural,780,49,15.92,99,38,0.84,19,13,0.59,0.43,323,41204,0.86,0.9,0.55,0.53,0.85,2590,0.26,Moderately_Balanced
242,INS00243,Government-Aided,Rural,1467,95,15.44,104,59,0.47,46,7,0.5,0.31,315,83701,0.62,0.57,0.5,0.72,0.43,3053,0.12,Needs_Improvement
243,INS00244,Private,Semi-Urban,2371,148,16.02,69,48,0.86,37,6,0.83,0.6,309,63247,0.68,0.82,0.9,0.87,0.78,2495,0.1,Moderately_Balanced
244,INS00245,Public,Urban,1498,34,44.06,80,67,0.52,15,13,0.6,0.57,385,101109,0.54,0.62,0.58,0.62,0.53,3286,0.28,Needs_Improvement
245,INS00246,Government-Aided,Rural,2192,108,20.3,28,32,0.63,1,6,0.74,0.75,644,108532,0.86,0.45,0.56,0.54,0.63,2817,0.32,Needs_Improvement
246,INS00247,Government-Aided,Semi-Urban,1994,147,13.56,18,32,0.69,24,8,0.6,0.68,388,17634,0.93,0.45,0.59,0.63,0.61,4031,0.32,Moderately_Balanced
247,INS00248,Government-Aided,Semi-Urban,2183,45,48.51,31,63,0.9,26,11,0.88,0.49,148,44766,0.6,0.63,0.85,0.9,0.71,2910,0.28,Moderately_Balanced
248,INS00249,Private,Semi-Urban,1671,80,20.89,83,31,0.46,2,10,0.92,0.6,294,18449,0.84,0.43,0.67,0.58,0.56,3726,0.29,Needs_Improvement
249,INS00250,Government-Aided,Rural,1097,142,7.73,38,56,0.73,22,9,0.74,0.63,276,86077,0.63,0.7,0.53,0.76,0.39,1417,0.25,Needs_Improvement
250,INS00251,Government-Aided,Rural,317,86,3.69,63,52,0.77,31,4,0.71,0.89,395,75593,0.45,0.66,0.85,0.58,0.75,3270,0.27,Needs_Improvement
251,INS00252,Government-Aided,Rural,343,45,7.62,69,61,0.61,16,14,0.84,0.94,107,7859,0.75,0.77,0.86,0.77,0.93,3171,0.08,Highly_Balanced
252,INS00253,Government-Aided,Rural,454,102,4.45,85,64,0.6,39,4,0.67,0.82,940,12471,0.66,0.5,0.46,0.88,0.75,1831,0.15,Moderately_Balanced
253,INS00254,Public,Rural,1166,127,9.18,37,69,0.7,19,8,0.85,0.64,983,31950,0.83,0.71,0.54,0.73,0.67,2601,0.19,Moderately_Balanced
254,INS00255,Public,Rural,1042,130,8.02,95,47,0.54,29,5,0.61,0.9,235,36233,0.82,0.49,0.88,0.92,0.45,3623,0.25,Moderately_Balanced
255,INS00256,Government-Aided,Rural,2151,79,27.23,26,56,0.68,58,10,0.42,0.37,378,117719,0.92,0.78,0.62,0.73,0.73,4895,0.18,Moderately_Balanced
256,INS00257,Private,Rural,1725,58,29.74,25,40,0.83,27,14,0.88,0.74,871,52365,0.67,0.56,0.56,0.94,0.72,4383,0.16,Moderately_Balanced
257,INS00258,Public,Rural,524,142,3.69,89,68,0.87,46,9,0.78,0.57,500,88023,0.69,0.73,0.42,0.8,0.72,2153,0.22,Moderately_Balanced
258,INS00259,Government-Aided,Semi-Urban,516,55,9.38,112,48,0.64,44,6,0.67,0.35,303,34272,0.65,0.87,0.53,0.76,0.89,2929,0.17,Moderately_Balanced
259,INS00260,Public,Rural,330,40,8.25,115,54,0.76,52,9,0.89,0.3,126,19601,0.6,0.66,0.68,0.86,0.78,4584,0.07,Moderately_Balanced
260,INS00261,Public,Urban,2192,137,16.0,43,36,0.45,22,12,0.86,0.59,832,85890,0.77,0.5,0.32,0.41,0.82,3413,0.34,Needs_Improvement
261,INS00262,Private,Semi-Urban,1382,67,20.63,76,60,0.73,18,12,0.46,0.42,502,67195,0.86,0.87,0.35,0.54,0.54,4218,0.33,Moderately_Balanced
262,INS00263,Government-Aided,Rural,2215,45,49.22,67,31,0.94,56,4,0.72,0.43,43,46352,0.53,0.59,0.3,0.52,0.51,4788,0.06,Needs_Improvement
263,INS00264,Government-Aided,Urban,1197,55,21.76,62,67,0.61,24,1,0.68,0.47,251,21351,0.94,0.79,0.43,0.46,0.47,4157,0.21,Moderately_Balanced
264,INS00265,Private,Rural,744,147,5.06,114,34,0.75,23,14,0.8,0.75,63,98471,0.79,0.57,0.41,0.92,0.82,3455,0.26,Moderately_Balanced
265,INS00266,Private,Urban,1558,34,45.82,105,43,0.83,0,4,0.56,0.36,405,19337,0.84,0.56,0.81,0.47,0.77,4319,0.23,Moderately_Balanced
266,INS00267,Government-Aided,Urban,1430,98,14.59,100,47,0.75,27,9,0.4,0.75,938,23196,0.95,0.74,0.41,0.54,0.56,3800,0.16,Moderately_Balanced
267,INS00268,Government-Aided,Urban,1514,47,32.21,80,65,0.66,28,13,0.5,0.8,500,68983,0.7,0.48,0.7,0.58,0.43,2402,0.29,Needs_Improvement
268,INS00269,Private,Urban,2315,139,16.65,114,33,0.53,43,7,0.51,0.67,97,13066,0.49,0.86,0.37,0.74,0.86,1236,0.23,Moderately_Balanced
269,INS00270,Public,Semi-Urban,2236,107,20.9,62,53,0.68,49,6,0.55,0.42,337,101993,0.85,0.61,0.66,0.82,0.58,4420,0.12,Moderately_Balanced
270,INS00271,Public,Semi-Urban,1037,50,20.74,108,42,0.6,49,14,0.59,0.29,162,98532,0.89,0.41,0.56,0.73,0.46,3639,0.23,Needs_Improvement
271,INS00272,Private,Urban,2002,66,30.33,73,50,0.8,34,14,0.77,0.54,947,77425,0.53,0.56,0.55,0.81,0.44,1405,0.13,Needs_Improvement
272,INS00273,Public,Rural,1173,53,22.13,85,62,0.67,49,2,0.44,0.84,746,10075,0.46,0.82,0.81,0.62,0.9,3384,0.23,Moderately_Balanced
273,INS00274,Private,Urban,865,21,41.19,71,49,0.87,16,4,0.65,0.32,535,8783,0.52,0.86,0.4,0.95,0.43,3643,0.28,Moderately_Balanced
274,INS00275,Public,Semi-Urban,2318,125,18.54,90,34,0.55,10,1,0.66,0.77,231,60019,0.61,0.7,0.66,0.49,0.57,2760,0.14,Needs_Improvement
275,INS00276,Public,Rural,2185,113,19.34,17,53,0.66,36,13,0.72,0.58,913,76203,0.91,0.56,0.79,0.62,0.73,4036,0.13,Moderately_Balanced
276,INS00277,Government-Aided,Semi-Urban,2423,91,26.63,95,64,0.73,53,3,0.56,0.88,818,95637,0.45,0.68,0.73,0.86,0.59,2397,0.27,Needs_Improvement
277,INS00278,Government-Aided,Semi-Urban,846,71,11.92,119,59,0.51,6,13,0.54,0.5,846,15710,0.85,0.84,0.89,0.54,0.64,4497,0.2,Moderately_Balanced
278,INS00279,Public,Rural,616,109,5.65,46,57,0.74,25,2,0.65,0.74,730,107362,0.88,0.57,0.3,0.81,0.83,4809,0.09,Moderately_Balanced
279,INS00280,Public,Urban,2159,111,19.45,22,36,0.6,22,13,0.74,0.77,532,84374,0.86,0.6,0.83,0.6,0.95,2477,0.21,Moderately_Balanced
280,INS00281,Government-Aided,Urban,324,97,3.34,101,64,0.56,17,4,0.42,0.39,344,83580,0.49,0.69,0.67,0.5,0.63,1317,0.25,Needs_Improvement
281,INS00282,Government-Aided,Urban,459,144,3.19,116,59,0.52,28,4,0.55,0.36,545,111786,0.79,0.87,0.3,0.62,0.58,4083,0.2,Moderately_Balanced
282,INS00283,Government-Aided,Urban,1437,69,20.83,44,63,0.62,38,11,0.81,0.31,241,8703,0.93,0.71,0.58,0.83,0.59,3400,0.24,Moderately_Balanced
283,INS00284,Private,Rural,1199,112,10.71,29,68,0.91,49,14,0.65,0.74,505,65949,0.51,0.51,0.76,0.46,0.57,4695,0.16,Needs_Improvement
284,INS00285,Public,Rural,1489,143,10.41,88,38,0.47,33,9,0.89,0.63,810,105014,0.47,0.45,0.41,0.68,0.63,2383,0.31,Needs_Improvement
285,INS00286,Government-Aided,Rural,1002,73,13.73,69,41,0.88,59,7,0.85,0.31,474,10411,0.89,0.45,0.71,0.81,0.55,4333,0.12,Moderately_Balanced
286,INS00287,Public,Semi-Urban,300,97,3.09,52,58,0.65,37,13,0.58,0.47,127,68246,0.77,0.9,0.38,0.81,0.63,3276,0.13,Moderately_Balanced
287,INS00288,Private,Rural,2222,97,22.91,29,39,0.73,53,3,0.78,0.35,506,28160,0.77,0.84,0.78,0.61,0.92,4229,0.28,Moderately_Balanced
288,INS00289,Private,Urban,1724,39,44.21,44,56,0.71,7,7,0.54,0.31,389,49127,0.93,0.81,0.64,0.66,0.52,3345,0.07,Moderately_Balanced
289,INS00290,Government-Aided,Semi-Urban,681,110,6.19,60,48,0.91,20,8,0.49,0.46,649,94064,0.83,0.66,0.32,0.87,0.74,4290,0.35,Moderately_Balanced
290,INS00291,Private,Urban,2041,118,17.3,78,42,0.84,20,12,0.86,0.32,931,19289,0.65,0.76,0.35,0.51,0.64,3425,0.24,Needs_Improvement
291,INS00292,Public,Urban,2126,75,28.35,40,66,0.94,57,7,0.58,0.43,412,27201,0.67,0.47,0.82,0.95,0.79,2549,0.29,Moderately_Balanced
292,INS00293,Government-Aided,Rural,1573,21,74.9,92,61,0.85,48,8,0.51,0.64,138,111988,0.52,0.73,0.32,0.63,0.63,3907,0.23,Needs_Improvement
293,INS00294,Public,Rural,1848,124,14.9,81,44,0.6,35,14,0.9,0.64,528,66096,0.6,0.83,0.48,0.55,0.45,4223,0.29,Needs_Improvement
294,INS00295,Public,Urban,1878,131,14.34,50,50,0.93,16,9,0.42,0.37,769,71403,0.67,0.43,0.64,0.4,0.87,3856,0.18,Needs_Improvement
295,INS00296,Private,Urban,1197,43,27.84,104,32,0.94,57,1,0.59,0.38,373,44768,0.58,0.56,0.43,0.47,0.76,3128,0.22,Needs_Improvement
296,INS00297,Private,Semi-Urban,1016,128,7.94,92,37,0.51,15,10,0.42,0.85,785,76404,0.91,0.46,0.43,0.82,0.67,1541,0.25,Moderately_Balanced
297,INS00298,Private,Rural,690,87,7.93,45,35,0.9,52,6,0.66,0.37,946,76497,0.46,0.54,0.77,0.76,0.85,3537,0.32,Moderately_Balanced
298,INS00299,Private,Semi-Urban,1999,133,15.03,92,58,0.78,14,4,0.61,0.28,976,58709,0.74,0.81,0.47,0.54,0.94,4254,0.06,Moderately_Balanced
299,INS00300,Private,Semi-Urban,532,103,5.17,54,48,0.91,14,1,0.77,0.42,576,111991,0.84,0.58,0.32,0.91,0.6,4098,0.08,Moderately_Balanced
300,INS00301,Government-Aided,Semi-Urban,2226,68,32.74,88,46,0.91,39,2,0.9,0.65,657,78753,0.82,0.77,0.73,0.86,0.56,1831,0.26,Moderately_Balanced
301,INS00302,Public,Urban,1619,51,31.75,87,39,0.9,16,10,0.67,0.26,666,63109,0.77,0.81,0.87,0.55,0.8,1944,0.15,Moderately_Balanced
302,INS00303,Public,Semi-Urban,1005,80,12.56,60,62,0.89,50,4,0.55,0.94,332,109477,0.66,0.83,0.8,0.58,0.62,1368,0.25,Moderately_Balanced
303,INS00304,Public,Semi-Urban,533,148,3.6,118,42,0.51,0,1,0.85,0.41,83,33025,0.91,0.86,0.63,0.5,0.4,2516,0.12,Moderately_Balanced
304,INS00305,Public,Urban,1691,121,13.98,56,56,0.52,12,6,0.71,0.42,277,73966,0.61,0.72,0.55,0.75,0.56,3315,0.24,Moderately_Balanced
305,INS00306,Private,Rural,1555,54,28.8,32,41,0.51,37,1,0.69,0.77,25,48403,0.83,0.55,0.86,0.79,0.84,4980,0.19,Moderately_Balanced
306,INS00307,Public,Rural,2196,70,31.37,114,31,0.5,9,13,0.5,0.42,895,116724,0.91,0.48,0.76,0.62,0.77,4975,0.09,Moderately_Balanced
307,INS00308,Government-Aided,Semi-Urban,1189,64,18.58,50,39,0.63,32,9,0.42,0.53,336,17142,0.51,0.67,0.64,0.81,0.87,2555,0.33,Moderately_Balanced
308,INS00309,Government-Aided,Urban,891,96,9.28,90,50,0.79,25,10,0.64,0.63,437,9945,0.92,0.45,0.83,0.95,0.44,2832,0.29,Moderately_Balanced
309,INS00310,Public,Rural,1045,132,7.92,64,52,0.63,11,3,0.67,0.27,36,106633,0.84,0.88,0.66,0.74,0.5,4322,0.28,Moderately_Balanced
310,INS00311,Public,Semi-Urban,2019,84,24.04,75,30,0.81,18,12,0.47,0.84,301,103637,0.76,0.63,0.88,0.76,0.48,4330,0.26,Moderately_Balanced
311,INS00312,Government-Aided,Semi-Urban,727,33,22.03,54,62,0.86,14,11,0.43,0.61,863,104731,0.64,0.86,0.81,0.61,0.93,2158,0.06,Moderately_Balanced
